YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,1,4,WN,809,N787SA,DEN,MSP,1555,1622,27,25,1647,110,120,90,680,1917,5,1845,1922,37,0,0,,10,0,5,22,0
2015,1,1,4,WN,140,N7721E,EWR,DEN,1555,1600,5,12,1612,280,299,275,1605,1847,12,1835,1859,24,0,0,,24,0,0,0,0
2015,1,1,4,WN,3138,N946WN,PHX,OAK,1555,1624,29,14,1638,120,112,94,646,1712,4,1655,1716,21,0,0,,0,0,9,12,0
2015,1,1,4,WN,1044,N524SW,HOU,MAF,1555,1622,27,9,1631,85,90,76,441,1747,5,1720,1752,32,0,0,,5,0,9,18,0
2015,1,1,4,WN,428,N913WN,OAK,SNA,1555,1629,34,7,1636,80,74,63,371,1739,4,1715,1743,28,0,0,,0,0,7,21,0
2015,1,1,4,WN,682,N950WN,PHX,ABQ,1555,1619,24,9,1628,60,55,41,328,1709,5,1655,1714,19,0,0,,0,0,17,2,0
2015,1,1,4,AA,151,N3KHAA,ORD,DEN,1555,1552,-3,20,1612,155,182,146,888,1738,16,1730,1754,24,0,0,,24,0,0,0,0
2015,1,1,4,AA,978,N549AA,DFW,COS,1555,1618,23,16,1634,115,111,86,592,1700,9,1650,1709,19,0,0,,0,0,0,17,2
2015,1,1,4,AA,379,N5CEAA,SFO,DFW,1555,1604,9,15,1619,205,231,178,1464,2117,38,2120,2155,35,0,0,,26,0,5,4,0
2015,1,1,4,AA,1344,N200AA,DFW,DEN,1555,1642,47,15,1657,120,113,93,641,1730,5,1655,1735,40,0,0,,0,0,37,3,0
2015,1,1,4,AA,1152,N3GBAA,DFW,LGA,1555,1627,32,17,1644,195,179,153,1389,2017,9,2010,2026,16,0,0,,0,0,7,9,0
2015,1,1,4,AA,1365,N3BSAA,AUS,DFW,1555,1558,3,11,1609,60,75,37,190,1646,27,1655,1713,18,0,0,,18,0,0,0,0
2015,1,1,4,MQ,2870,N651MQ,PNS,DFW,1555,1647,52,18,1705,125,129,99,604,1844,12,1800,1856,56,0,0,,4,0,0,48,4
2015,1,1,4,MQ,3208,N622MQ,DFW,BIS,1555,1716,81,13,1729,148,145,128,977,1937,4,1823,1941,78,0,0,,0,0,54,24,0
2015,1,1,4,MQ,3261,N660MQ,GRK,DFW,1555,1650,55,5,1655,50,61,47,134,1742,9,1645,1751,66,0,0,,11,0,0,55,0
2015,1,1,4,MQ,3367,N604MQ,DFW,HOU,1555,1640,45,14,1654,63,69,52,247,1746,3,1658,1749,51,0,0,,6,0,0,39,6
2015,1,1,4,OO,4997,N718SK,GRR,IAH,1555,1607,12,30,1637,185,198,160,1042,1817,8,1800,1825,25,0,0,,13,0,0,12,0
2015,1,1,4,UA,596,N480UA,IAH,BOS,1556,1629,33,19,1648,212,215,192,1597,2100,4,2028,2104,36,0,0,,3,0,33,0,0
2015,1,1,4,UA,1089,N78866,IAH,MCO,1556,1643,47,18,1701,132,126,103,854,1944,5,1908,1949,41,0,0,,0,0,14,27,0
2015,1,1,4,F9,216,N935FR,DEN,AUS,1556,1634,38,25,1659,120,145,113,775,1952,7,1856,1959,63,0,0,,27,0,34,2,0
2015,1,1,4,OO,6201,N730SK,DEN,AUS,1558,1640,42,28,1708,127,150,116,775,2004,6,1905,2010,65,0,0,,23,0,42,0,0
2015,1,1,4,AA,152,N3DHAA,PHX,MIA,1559,1754,115,13,1807,244,246,230,1972,2357,3,2203,2400,117,0,0,,2,0,115,0,0
2015,1,1,4,NK,645,N619NK,DTW,TPA,1559,1635,36,9,1644,162,149,132,983,1856,8,1841,1904,23,0,0,,23,0,0,0,0
2015,1,1,4,OO,6206,N910SW,DEN,PHX,1559,1730,91,37,1807,120,136,95,602,1942,4,1759,1946,107,0,0,,16,0,0,91,0
2015,1,1,4,OO,6280,N793SK,SFO,SNA,1559,1652,53,19,1711,89,87,64,372,1815,4,1728,1819,51,0,0,,0,0,0,51,0
2015,1,1,4,OO,5510,N740SK,PSP,DEN,1559,1553,-6,8,1601,127,156,120,776,1901,28,1906,1929,23,0,0,,23,0,0,0,0
2015,1,1,4,UA,735,N526UA,DEN,SFO,1600,1734,94,31,1805,159,155,120,967,1905,4,1739,1909,90,0,0,,0,0,24,66,0
2015,1,1,4,WN,579,N340LV,BDL,BWI,1600,1625,25,7,1632,80,72,58,283,1730,7,1720,1737,17,0,0,,0,0,1,16,0
2015,1,1,4,WN,789,N487WN,DCA,MSY,1600,1623,23,15,1638,175,180,161,969,1819,4,1755,1823,28,0,0,,5,0,0,23,0
2015,1,1,4,WN,4999,N734SA,HOU,DAL,1600,1641,41,12,1653,60,55,38,239,1731,5,1700,1736,36,0,0,,0,0,10,26,0
2015,1,1,4,WN,3499,N761RR,LAS,LAX,1600,1652,52,10,1702,65,54,38,236,1740,6,1705,1746,41,0,0,,0,0,0,41,0
2015,1,1,4,WN,960,N600WN,LAX,LAS,1600,1617,17,13,1630,65,66,46,236,1716,7,1705,1723,18,0,0,,1,0,17,0,0
2015,1,1,4,WN,1652,N263WN,LAX,TUS,1600,1620,20,17,1637,75,86,67,451,1844,2,1815,1846,31,0,0,,11,0,20,0,0
2015,1,1,4,WN,1569,N8637A,MDW,DEN,1600,1607,7,7,1614,165,174,152,895,1746,15,1745,1801,16,0,0,,9,0,4,3,0
2015,1,1,4,WN,1271,N8615E,PHX,DEN,1600,1628,28,12,1640,105,109,89,602,1809,8,1745,1817,32,0,0,,4,0,28,0,0
2015,1,1,4,WN,2010,N743SW,PHX,HOU,1600,1639,39,15,1654,145,146,126,1020,2000,5,1925,2005,40,0,0,,1,0,21,18,0
2015,1,1,4,UA,1475,N69819,ORD,MCO,1600,1813,133,16,1829,165,153,129,1005,2138,8,1945,2146,121,0,0,,0,0,93,28,0
2015,1,1,4,UA,1605,N12109,ORD,EWR,1600,1600,0,17,1617,138,155,83,719,1840,55,1918,1935,17,0,0,,17,0,0,0,0
2015,1,1,4,AA,178,N3CCAA,DCA,DFW,1600,1646,46,12,1658,215,227,204,1192,1922,11,1835,1933,58,0,0,,12,0,0,46,0
2015,1,1,4,AA,1092,N597AA,DFW,PHL,1600,1714,74,14,1728,180,164,143,1303,2051,7,2000,2058,58,0,0,,0,0,0,58,0
2015,1,1,4,AA,1337,N5EAAA,DFW,LAS,1600,1741,101,13,1754,175,166,146,1055,1820,7,1655,1827,92,0,0,,0,0,25,67,0
2015,1,1,4,AA,1636,N3HDAA,RSW,DFW,1600,1633,33,10,1643,180,189,142,1017,1805,37,1800,1842,42,0,0,,9,0,0,33,0
2015,1,1,4,DL,1314,N905DL,ATL,CMH,1600,1631,31,12,1643,92,81,64,447,1747,5,1732,1752,20,0,0,,0,0,20,0,0
2015,1,1,4,AA,395,N3MCAA,SJU,ORD,1600,2108,308,10,2118,315,306,289,2072,7,7,1915,14,299,0,0,,0,0,0,299,0
2015,1,1,4,AA,937,N009AA,DFW,EGE,1600,1635,35,12,1647,140,122,106,721,1733,4,1720,1737,17,0,0,,0,0,17,0,0
2015,1,1,4,EV,4291,N13965,CRP,IAH,1600,1557,-3,31,1628,59,80,40,201,1708,9,1659,1717,18,0,0,,18,0,0,0,0
2015,1,1,4,MQ,2914,N630MQ,ORD,LEX,1600,1600,0,13,1613,68,91,46,323,1759,32,1808,1831,23,0,0,,23,0,0,0,0
2015,1,1,4,MQ,3067,N542MQ,AMA,DFW,1600,1632,32,8,1640,75,67,51,312,1731,8,1715,1739,24,0,0,,0,0,5,19,0
2015,1,1,4,MQ,3299,N922MQ,ACT,DFW,1600,1713,73,8,1721,45,44,31,89,1752,5,1645,1757,72,0,0,,0,0,0,72,0
2015,1,1,4,MQ,3312,N813MQ,DFW,BPT,1600,1555,-5,23,1618,63,99,73,270,1731,3,1703,1734,31,0,0,,31,0,0,0,0
2015,1,1,4,OO,6402,N507CA,SFO,EUG,1600,1620,20,18,1638,95,91,70,451,1748,3,1735,1751,16,0,0,,0,0,16,0,0
2015,1,1,4,OO,6611,N944SW,FLG,PHX,1600,1604,4,31,1635,44,62,27,119,1702,4,1644,1706,22,0,0,,18,0,0,4,0
2015,1,1,4,EV,4662,N15574,ORD,CLT,1601,1634,33,19,1653,115,103,79,599,1912,5,1856,1917,21,0,0,,0,0,0,21,0
2015,1,1,4,EV,4138,N12922,GRK,IAH,1602,1624,22,17,1641,58,59,33,166,1714,9,1700,1723,23,0,0,,1,0,0,22,0
2015,1,1,4,EV,5967,N14116,BNA,DEN,1602,1618,16,13,1631,192,202,177,1014,1828,12,1814,1840,26,0,0,,23,0,3,0,0
2015,1,1,4,UA,1062,N73291,DCA,DEN,1603,1603,0,12,1615,249,272,248,1476,1823,12,1812,1835,23,0,0,,23,0,0,0,0
2015,1,1,4,NK,363,N517NK,ATL,IAH,1603,1629,26,16,1645,147,156,116,689,1741,24,1730,1805,35,0,0,,35,0,0,0,0
2015,1,1,4,US,2024,N535UW,DEN,CLT,1605,1625,20,44,1709,181,203,142,1337,2131,17,2106,2148,42,0,0,,22,0,20,0,0
2015,1,1,4,UA,1029,N407UA,BWI,DEN,1605,2114,309,9,2123,248,255,228,1491,2311,18,1813,2329,316,0,0,,7,0,309,0,0
2015,1,1,4,WN,362,N8603F,DEN,ABQ,1605,1639,34,32,1711,70,92,55,349,1806,5,1715,1811,56,0,0,,22,0,11,23,0
2015,1,1,4,UA,1197,N73251,ANC,SFO,1605,1645,40,12,1657,270,250,234,2018,2151,4,2135,2155,20,0,0,,0,0,6,14,0
2015,1,1,4,AA,360,N3JDAA,ORD,LGA,1605,1710,65,12,1722,120,108,94,733,1956,2,1905,1958,53,0,0,,0,0,53,0,0
2015,1,1,4,AA,1527,N3DYAA,PHX,DFW,1605,1618,13,14,1632,140,149,108,868,1920,27,1925,1947,22,0,0,,9,0,0,13,0
2015,1,1,4,AA,2367,N456AA,DFW,ELP,1605,1655,50,16,1711,105,109,89,551,1740,4,1650,1744,54,0,0,,4,0,50,0,0
2015,1,1,4,EV,5499,N132EV,MSP,IAH,1605,1624,19,37,1701,187,215,157,1034,1938,21,1912,1959,47,0,0,,28,0,19,0,0
2015,1,1,4,EV,5538,N843AS,DTW,CID,1605,1711,66,14,1725,103,89,71,430,1736,4,1648,1740,52,0,0,,0,0,52,0,0
2015,1,1,4,EV,5383,N759EV,MSP,DFW,1605,1628,23,21,1649,160,169,138,852,1907,10,1845,1917,32,0,0,,9,0,20,3,0
2015,1,1,4,MQ,3647,N849MQ,DFW,GRK,1605,1702,57,17,1719,43,59,38,134,1757,4,1648,1801,73,0,0,,16,0,15,42,0
2015,1,1,4,OO,5361,N956SW,ORD,FWA,1605,1630,25,16,1646,58,49,27,157,1813,6,1803,1819,16,0,0,,0,0,16,0,0
2015,1,1,4,OO,2640,N498CA,ORD,ICT,1605,1648,43,14,1702,110,119,99,588,1841,6,1755,1847,52,0,0,,9,0,31,12,0
2015,1,1,4,UA,379,N855UA,DFW,SFO,1607,1725,78,15,1740,239,206,187,1464,1847,4,1806,1851,45,0,0,,0,0,0,38,7
2015,1,1,4,EV,4688,N19966,MKE,IAH,1608,1620,12,10,1630,185,205,173,984,1923,22,1913,1945,32,0,0,,20,0,0,0,12
2015,1,1,4,UA,1479,N53441,LAX,SAT,1609,1748,99,13,1801,170,162,145,1211,2226,4,2059,2230,91,0,0,,0,0,91,0,0
2015,1,1,4,B6,2224,N503JB,MCO,DCA,1609,1713,64,16,1729,127,124,100,759,1909,8,1816,1917,61,0,0,,0,0,0,61,0
2015,1,1,4,EV,5935,N13161,ELP,DEN,1609,1755,106,43,1838,119,151,80,563,1958,28,1808,2026,138,0,0,,138,0,0,0,0
2015,1,1,4,US,751,N551UW,PHL,DFW,1610,1603,-7,43,1646,231,291,235,1303,1941,13,1901,1954,53,0,0,,53,0,0,0,0
2015,1,1,4,US,1999,N176UW,CLT,BOS,1610,1651,41,9,1700,123,111,96,728,1836,6,1813,1842,29,0,0,,0,0,20,9,0
2015,1,1,4,WN,954,N918WN,DEN,IND,1610,1655,45,21,1716,135,136,110,977,2106,5,2025,2111,46,0,0,,1,0,13,32,0
2015,1,1,4,WN,238,N7747C,SEA,OAK,1610,1639,29,10,1649,120,109,92,671,1821,7,1810,1828,18,0,0,,0,0,13,5,0
2015,1,1,4,WN,3127,N7815L,STL,DAL,1610,1631,21,11,1642,105,113,97,546,1819,5,1755,1824,29,0,0,,8,0,2,19,0
2015,1,1,4,WN,104,N354SW,OAK,PHX,1610,1617,7,8,1625,110,120,97,646,1902,15,1900,1917,17,0,0,,10,0,0,7,0
2015,1,1,4,UA,1250,N69834,MCO,DEN,1610,1618,8,11,1629,245,255,231,1546,1820,13,1815,1833,18,0,0,,10,0,0,0,8
2015,1,1,4,AA,165,N3JSAA,BOS,LAX,1610,1617,7,12,1629,395,407,384,2611,1953,11,1945,2004,19,0,0,,12,0,7,0,0
2015,1,1,4,AA,341,N582AA,DFW,AUS,1610,1654,44,13,1707,55,63,45,190,1752,5,1705,1757,52,0,0,,8,0,19,25,0
2015,1,1,4,AA,1010,N4YFAA,DEN,DFW,1610,1630,20,20,1650,115,126,96,641,1926,10,1905,1936,31,0,0,,11,0,0,20,0
2015,1,1,4,AA,1664,N520AA,SAT,DFW,1610,1639,29,19,1658,70,75,39,247,1737,17,1720,1754,34,0,0,,5,0,0,29,0
2015,1,1,4,B6,405,N806JB,BOS,LGB,1610,1614,4,19,1633,390,401,379,2602,1952,3,1940,1955,15,0,0,,11,0,4,0,0
2015,1,1,4,EV,2513,N880AS,MLU,DFW,1610,1720,70,9,1729,75,72,53,293,1822,10,1725,1832,67,0,0,,0,0,11,56,0
2015,1,1,4,F9,578,N933FR,SLC,DEN,1610,1602,-8,14,1616,78,105,85,391,1741,6,1728,1747,19,0,0,,19,0,0,0,0
2015,1,1,4,MQ,2794,N614MQ,DFW,MSN,1610,1636,26,26,1702,128,124,95,821,1837,3,1818,1840,22,0,0,,0,0,19,3,0
2015,1,1,4,MQ,3085,N848MQ,DFW,TYS,1610,1629,19,18,1647,118,121,94,772,1921,9,1908,1930,22,0,0,,3,0,0,19,0
2015,1,1,4,MQ,3444,N907MQ,BMI,DFW,1610,1610,0,13,1623,140,160,122,690,1825,25,1830,1850,20,0,0,,20,0,0,0,0
2015,1,1,4,NK,174,N609NK,FLL,LGA,1610,1637,27,14,1651,170,161,143,1076,1914,4,1900,1918,18,0,0,,18,0,0,0,0
2015,1,1,4,OO,4611,N441SW,MSP,MKE,1610,1647,37,13,1700,77,63,45,297,1745,5,1727,1750,23,0,0,,0,0,23,0,0
2015,1,1,4,F9,1221,N908FR,ILG,MCO,1613,1649,36,7,1656,152,137,120,841,1856,10,1845,1906,21,0,0,,0,0,0,21,0
2015,1,1,4,US,1719,N110UW,CLT,FLL,1614,1645,31,14,1659,117,103,86,631,1825,3,1811,1828,17,0,0,,0,0,14,3,0
2015,1,1,4,UA,295,N455UA,IAD,DEN,1615,1614,-1,10,1624,238,273,252,1452,1836,11,1813,1847,34,0,0,,34,0,0,0,0
2015,1,1,4,WN,520,N387SW,MCI,ABQ,1615,1623,8,9,1632,130,137,122,718,1734,6,1725,1740,15,0,0,,7,0,8,0,0
2015,1,1,4,WN,586,N7734H,TUL,HOU,1615,1802,107,9,1811,95,102,85,453,1936,8,1750,1944,114,0,0,,7,0,0,107,0
2015,1,1,4,AA,65,N3HLAA,JFK,DFW,1615,1625,10,19,1644,255,294,227,1391,1931,48,1930,2019,49,0,0,,39,0,10,0,0
2015,1,1,4,EV,2505,N908EV,DFW,LFT,1615,1615,0,42,1657,75,104,58,351,1755,4,1730,1759,29,0,0,,29,0,0,0,0
2015,1,1,4,EV,5152,N730EV,LGA,CHS,1615,1707,52,20,1727,144,122,94,641,1901,8,1839,1909,30,0,0,,0,0,30,0,0
2015,1,1,4,MQ,2863,N632MQ,DTW,ORD,1615,1638,23,18,1656,85,84,52,235,1648,14,1640,1702,22,0,0,,0,0,2,20,0
2015,1,1,4,MQ,2889,N658MQ,ORD,CVG,1615,1653,38,20,1713,78,69,42,265,1855,7,1833,1902,29,0,0,,0,0,29,0,0
2015,1,1,4,MQ,3186,N642MQ,DFW,CVG,1615,1653,38,26,1719,128,140,105,812,2004,9,1923,2013,50,0,0,,12,0,27,11,0
2015,1,1,4,MQ,3582,N647MQ,DFW,LAW,1615,1728,73,21,1749,48,53,30,140,1819,2,1703,1821,78,0,0,,5,0,0,53,20
2015,1,1,4,OO,6310,N568SW,LAX,PSP,1615,1633,18,33,1706,54,69,32,110,1738,4,1709,1742,33,0,0,,15,0,0,18,0
2015,1,1,4,OO,6577,N875AS,TUS,PHX,1615,1741,86,35,1816,50,69,26,110,1842,8,1705,1850,105,0,0,,19,0,0,86,0
2015,1,1,4,US,2056,N117UW,CLT,RDU,1616,1753,97,13,1806,50,45,29,130,1835,3,1706,1838,92,0,0,,0,0,74,18,0
2015,1,1,4,OO,6320,N762SK,MSP,LAX,1618,1656,38,14,1710,240,218,191,1535,1821,13,1818,1834,16,0,0,,0,0,0,16,0
2015,1,1,4,US,629,N559UW,BOS,PHX,1620,1624,4,20,1644,354,380,355,2300,2039,5,2014,2044,30,0,0,,26,0,4,0,0
2015,1,1,4,US,639,N584UW,JFK,PHX,1620,1621,1,25,1646,340,362,333,2153,2019,4,2000,2023,23,0,0,,22,0,1,0,0
2015,1,1,4,US,766,N675AW,PHL,SAN,1620,1613,-7,43,1656,357,390,343,2370,1939,4,1917,1943,26,0,0,,26,0,0,0,0
2015,1,1,4,US,2015,N954UW,PHL,ATL,1620,1624,4,46,1710,143,159,109,666,1859,4,1843,1903,20,0,0,,16,0,4,0,0
2015,1,1,4,WN,282,N8617E,DEN,PHX,1620,1635,15,20,1655,115,122,96,602,1831,6,1815,1837,22,0,0,,7,0,10,5,0
2015,1,1,4,WN,969,N268WN,DEN,SNA,1620,1703,43,21,1724,145,134,108,846,1812,5,1745,1817,32,0,0,,0,0,6,26,0
2015,1,1,4,US,594,N760US,PHX,IAH,1620,1619,-1,31,1650,147,164,124,1009,1954,9,1947,2003,16,0,0,,16,0,0,0,0
2015,1,1,4,AA,373,N557AA,DFW,SAT,1620,1738,78,15,1753,65,69,51,247,1844,3,1725,1847,82,0,0,,4,0,12,66,0
2015,1,1,4,AA,1399,N489AA,STL,DFW,1620,1619,-1,12,1631,120,136,98,550,1809,26,1820,1835,15,0,0,,15,0,0,0,0
2015,1,1,4,AA,1687,N3CEAA,ORD,FLL,1620,1756,96,20,1816,180,180,155,1182,2151,5,2020,2156,96,0,0,,0,0,96,0,0
2015,1,1,4,F9,1356,N227FR,IAD,TPA,1620,1723,63,14,1737,150,141,121,811,1938,6,1850,1944,54,0,0,,0,0,0,54,0
2015,1,1,4,MQ,3140,N515MQ,DFW,ASE,1620,1721,61,15,1736,123,132,114,701,1830,3,1723,1833,70,0,0,,9,0,23,38,0
2015,1,1,4,OO,6556,N506CA,PHX,DRO,1620,1733,73,19,1752,76,71,48,351,1840,4,1736,1844,68,0,0,,0,0,68,0,0
2015,1,1,4,OO,5620,N760SK,DFW,LAX,1622,1714,52,14,1728,213,184,165,1235,1813,5,1755,1818,23,0,0,,0,0,0,23,0
2015,1,1,4,B6,1198,N661JB,MCO,LGA,1622,1704,42,28,1732,152,157,123,950,1935,6,1854,1941,47,0,0,,5,0,32,10,0
2015,1,1,4,UA,1750,N39416,PHL,SFO,1623,1636,13,39,1715,384,412,368,2521,2023,5,1947,2028,41,0,0,,28,0,13,0,0
2015,1,1,4,WN,838,N645SW,BWI,DAY,1625,1731,66,12,1743,90,99,82,406,1905,5,1755,1910,75,0,0,,9,0,15,51,0
2015,1,1,4,WN,632,N957WN,CAK,LGA,1625,1626,1,6,1632,90,110,59,397,1731,45,1755,1816,21,0,0,,21,0,0,0,0
2015,1,1,4,WN,1133,N627SW,DEN,MDW,1625,1742,77,24,1806,140,138,109,895,2055,5,1945,2100,75,0,0,,0,0,26,49,0
2015,1,1,4,WN,1908,N8324A,LAX,SLC,1625,1723,58,10,1733,100,107,94,590,2007,3,1905,2010,65,0,0,,31,0,0,34,0
2015,1,1,4,WN,558,N522SW,MAF,LAS,1625,1644,19,19,1703,140,137,113,795,1656,5,1645,1701,16,0,0,,0,0,4,12,0
2015,1,1,4,WN,1276,N655WN,SFO,LAX,1625,1657,32,10,1707,80,71,54,337,1801,7,1745,1808,23,0,0,,0,0,0,23,0
2015,1,1,4,WN,1155,N7751A,TUL,PHX,1625,1651,26,18,1709,165,170,145,935,1834,7,1810,1841,31,0,0,,5,0,5,21,0
2015,1,1,4,AA,297,N5DGAA,LAX,HNL,1625,1621,-4,22,1643,360,385,350,2556,2033,13,2025,2046,21,0,0,,21,0,0,0,0
2015,1,1,4,AA,1385,N4YAAA,DFW,IND,1625,1705,40,15,1720,120,107,89,761,1949,3,1925,1952,27,0,0,,0,0,0,20,7
2015,1,1,4,AA,1512,N4WTAA,TPA,DFW,1625,1633,8,23,1656,170,178,145,929,1821,10,1815,1831,16,0,0,,8,0,0,8,0
2015,1,1,4,AA,2343,N501AA,ORD,DFW,1625,1640,15,11,1651,150,161,130,802,1901,20,1855,1921,26,0,0,,11,0,8,7,0
2015,1,1,4,AA,2323,N578AA,DFW,OMA,1625,1702,37,21,1723,105,99,74,583,1837,4,1810,1841,31,0,0,,0,0,0,31,0
2015,1,1,4,MQ,2964,N646MQ,GRR,DFW,1625,1723,58,38,1801,190,216,168,931,1949,10,1835,1959,84,0,0,,26,0,32,26,0
2015,1,1,4,MQ,3008,N696MQ,IND,ORD,1625,1715,50,18,1733,80,81,52,177,1725,11,1645,1736,51,0,0,,1,0,0,50,0
2015,1,1,4,MQ,3077,N909MQ,DFW,SGF,1625,1625,0,39,1704,73,98,55,364,1759,4,1738,1803,25,0,0,,25,0,0,0,0
2015,1,1,4,OO,4703,N814SK,LAX,SMF,1625,1652,27,17,1709,90,84,64,373,1813,3,1755,1816,21,0,0,,0,0,21,0,0
2015,1,1,4,OO,5212,N787SK,ASE,ORD,1625,1949,204,40,2029,175,175,130,1013,2339,5,2020,2344,204,0,0,,0,0,8,196,0
2015,1,1,4,AA,212,N5DHAA,OGG,LAX,1627,1651,24,13,1704,308,304,280,2486,2344,11,2335,2355,20,0,0,,0,0,13,7,0
2015,1,1,4,B6,2302,N304JB,JFK,BUF,1629,1731,62,24,1755,89,93,68,301,1903,1,1758,1904,66,0,0,,4,0,58,4,0
2015,1,1,4,EV,3930,N16911,MSN,ORD,1629,1651,22,12,1703,51,53,26,108,1729,15,1720,1744,24,0,0,,2,0,4,18,0
2015,1,1,4,WN,1664,N514SW,DAL,SAT,1630,1733,63,11,1744,65,63,47,248,1831,5,1735,1836,61,0,0,,0,0,60,1,0
2015,1,1,4,WN,512,N741SA,SAN,LAS,1630,1711,41,10,1721,70,68,52,258,1813,6,1740,1819,39,0,0,,0,0,6,33,0
2015,1,1,4,WN,661,N286WN,OKC,PHX,1630,1711,41,7,1718,150,144,132,833,1830,5,1800,1835,35,0,0,,0,0,0,35,0
2015,1,1,4,WN,745,N469WN,PHX,ATL,1630,1726,56,10,1736,210,195,178,1587,2234,7,2200,2241,41,0,0,,0,0,11,30,0
2015,1,1,4,UA,1178,N77006,EWR,IAH,1630,1634,4,19,1653,230,262,222,1400,1935,21,1920,1956,36,0,0,,36,0,0,0,0
2015,1,1,4,US,551,N155UW,PHX,DFW,1630,1635,5,18,1653,132,143,112,868,1945,13,1942,1958,16,0,0,,11,0,0,5,0
2015,1,1,4,AA,276,N4YCAA,DFW,ATL,1630,1635,5,30,1705,125,136,99,731,1944,7,1935,1951,16,0,0,,16,0,0,0,0
2015,1,1,4,AA,1228,N439AA,SLC,DFW,1630,1707,37,20,1727,160,172,135,989,2042,17,2010,2059,49,0,0,,12,0,0,37,0
2015,1,1,4,AA,2370,N575AA,DFW,IAH,1630,1705,35,15,1720,65,76,47,224,1807,14,1735,1821,46,0,0,,11,0,35,0,0
2015,1,1,4,AA,2488,N3FTAA,EWR,DFW,1630,1702,32,14,1716,245,240,215,1372,1951,11,1935,2002,27,0,0,,0,0,27,0,0
2015,1,1,4,DL,1299,N752AT,LAX,KOA,1630,1641,11,17,1658,344,355,334,2504,2032,4,2014,2036,22,0,0,,11,0,11,0,0
2015,1,1,4,MQ,2982,N819MQ,RIC,ORD,1630,1709,39,11,1720,140,138,120,642,1820,7,1750,1827,37,0,0,,0,0,2,35,0
2015,1,1,4,OO,6238,N579SW,ACV,SFO,1630,1738,68,11,1749,80,79,62,250,1851,6,1750,1857,67,0,0,,0,0,0,67,0
2015,1,1,4,OO,2639,N863AS,FAT,LAX,1630,1813,103,12,1825,70,66,41,209,1906,13,1740,1919,99,0,0,,0,0,66,33,0
2015,1,1,4,EV,4375,N14923,TYS,ORD,1631,1653,22,10,1703,104,100,84,475,1727,6,1715,1733,18,0,0,,0,0,0,18,0
2015,1,1,4,US,2025,N563UW,CLT,MCO,1635,1724,49,9,1733,101,88,69,468,1842,10,1816,1852,36,0,0,,0,0,0,36,0
2015,1,1,4,WN,1160,N906WN,AUS,BNA,1635,1742,67,9,1751,115,104,90,756,1921,5,1830,1926,56,0,0,,0,0,49,7,0
2015,1,1,4,WN,879,N8654B,BUF,LAS,1635,1703,28,11,1714,310,314,297,1986,1911,6,1845,1917,32,0,0,,4,0,0,21,7
2015,1,1,4,WN,717,N495WN,BWI,TPA,1635,1717,42,7,1724,150,140,129,842,1933,4,1905,1937,32,0,0,,0,0,32,0,0
2015,1,1,4,WN,442,N759GS,DAL,ATL,1635,1723,48,10,1733,125,107,92,721,2005,5,1940,2010,30,0,0,,0,0,16,14,0
2015,1,1,4,WN,2024,N500WR,MCO,MDW,1635,1651,16,17,1708,170,171,149,990,1837,5,1825,1842,17,0,0,,1,0,1,15,0
2015,1,1,4,WN,4840,N646SW,SAN,OAK,1635,1718,43,11,1729,85,83,67,446,1836,5,1800,1841,41,0,0,,0,0,11,30,0
2015,1,1,4,UA,1644,N69813,BOS,IAH,1635,1809,94,11,1820,270,266,239,1597,2119,16,2005,2135,90,0,0,,0,0,3,87,0
2015,1,1,4,AA,1149,N508AA,DFW,SJC,1635,1848,133,15,1903,225,205,187,1438,2010,3,1820,2013,113,0,0,,0,0,12,101,0
2015,1,1,4,AA,1697,N023AA,STL,MIA,1635,1824,109,12,1836,161,158,136,1068,2152,10,2016,2202,106,0,0,,0,0,12,94,0
2015,1,1,4,AA,2458,N4YTAA,DFW,STL,1635,1649,14,23,1712,95,97,69,550,1821,5,1810,1826,16,0,0,,2,0,0,14,0
2015,1,1,4,AA,2463,N5CGAA,DFW,LAX,1635,1651,16,32,1723,200,202,164,1235,1807,6,1755,1813,18,0,0,,2,0,16,0,0
2015,1,1,4,EV,2546,N830AS,CRW,DFW,1635,1634,-1,11,1645,170,192,166,946,1831,15,1825,1846,21,0,0,,21,0,0,0,0
2015,1,1,4,MQ,3459,N671MQ,MIA,PNS,1635,1656,21,16,1712,109,115,88,530,1740,11,1724,1751,27,0,0,,6,0,21,0,0
2015,1,1,4,MQ,3572,N685MQ,XNA,DFW,1635,1801,86,12,1813,75,84,60,280,1913,12,1750,1925,95,0,0,,9,0,4,82,0
